title,company,experience,salary,locations,description,industry,employment_type,skills,scraped_at
Data Scientist,Razorthink,0 - 2 years,Not Disclosed,Bengaluru,"The position of Data Scientist in Bengaluru, Karnataka, India. The role involves applying Machine Learning (ML) and NLP techniques to solve business problems\n\nin the e-commerce and logistics domain.\n\nResponsibilities:\n\nDevelop and apply ML/DL models to address business challenges.\n\nWork with large datasets ( big data ) and deploy ML/DL models in production.\n\nFormulate and solve problems using first-principles thinking.\n\nCollaborate with teams to enhance data-driven decision-making.\n\nCommunicate insights effectively through strong verbal and written skills.\n\nRequirements:\n\nEducation: Bachelor's or Master's degree in a quantitative field.\n\nExperience: 0-2 years in industry or research labs.\n\nTechnical Skills:\n\nStrong problem-solving abilities.\n\nHands-on experience with ML/DL and statistical techniques.\n\nProficiency in Python, SQL,langchain etc\n\nKnowledge of Generative AI (preferred).",Industry Type: Software Product,"Employment Type: Full Time, Permanent","Data Science, Generative AI, Data Scientist, langchain, big data, Python, SQL",2025-09-01 03:31:58
Data Scientist,Intelecorp Software India,0 - 2 years,2-4 Lacs P.A.,Navi Mumbai,"Job Description:\nWe are hiring a motivated and detail-oriented Data Scientist to join our engineering and analytics team. This is an exciting opportunity for candidates with up to 2 years of experience to work on real-world data challenges and drive data-driven decision-making across business units.\n\nCore Skills & Tools:\n• Proficiency in Python or R for data analysis, Strong knowledge of SQL for data querying\n• Understanding of basic statistics, probability, and machine learning concepts\n• Experience with data visualization tools like Power BI, Tableau, or Matplotlib/Seaborn\n• Familiarity with libraries such as Pandas, NumPy, Scikit-learn, etc.\n• Strong analytical and problem-solving skills\n• Good communication and presentation skills\n• Contribute to the design and implementation of data pipelines\n• Collect, clean, and preprocess large datasets from multiple sources\n• Build predictive models using machine learning algorithms\n• Visualize data and present findings through dashboards and reports\n\nQualifications:\nAny Graduate (Computer Science, Statistics, Mathematics, or related fields preferred)\n0 to 2 years of relevant experience in data science or analytics\nStrong problem-solving and communication skills\nMust be able to join within 15 days\nPreferred (Bonus) Skills:\nExperience with Git/version control\nExposure to cloud platforms (AWS, GCP, Azure)\nUnderstanding of ETL tools or workflow orchestration\nExperience with API integrations or web scraping",Industry Type: IT Services & Consulting,"Employment Type: Full Time, Permanent","Data Visualization, Tableau, Machine Learning, Python, SQL, Power Bi, Pandas, Scikit-Learn",2025-09-01 03:32:00
Data Scientist,ti Steps,0 - 2 years,3-4 Lacs P.A.,"Hyderabad, Chennai, Bengaluru","Data Scientist\n\nSupport data analysis and model building to extract insights from data.\n\nResponsibilities:\n\n- Analyze datasets using statistical methods.\n- Build predictive models and visualizations.\n- Communicate findings to stakeholders.\n- Collaborate with teams to solve business problems.\n\nRequirements:\n\n- Bachelor's degree in data science, Statistics, or related field.\n- Basic knowledge of Python/R and data visualization tools.\n- Strong analytical and problem-solving skills.\n- Interest in data-driven decision making.",Industry Type: IT Services & Consulting,"Employment Type: Full Time, Permanent","Data Science, Stakeholders Management, Data Visualization, Problem Solving Skills, Python",2025-09-01 03:32:03
Data Scientist-Artificial Intelligence,IBM,3 - 7 years,Not Disclosed,Pune,"As an Associate Data Scientist at IBM, you will work to solve business problems using leading edge and open-source tools such as Python, R, and TensorFlow, combined with IBM tools and our AI application suites. You will prepare, analyze, and understand data to deliver insight, predict emerging trends, and provide recommendations to stakeholders. In your role, you may be responsible for:\nImplementing and validating predictive and prescriptive models and creating and maintaining statistical models with a focus on big data & incorporating machine learning. techniques in your projects\n\n\nRequired education\nBachelor's Degree\n\nPreferred education\nMaster's Degree\n\nRequired technical and professional expertise\n\n\nPreferred technical and professional experience",,,"python, scikit-learn, tensorflow, pytorch, keras, natural language processing, predictive, pyspark, huggingface, machine learning, prototype, artificial intelligence, sql, pandas, deep learning, r, java, cobol, data science, matplotlib, big data, statistics",2025-09-01 03:32:05
Data Scientist-Artificial Intelligence,IBM,3 - 7 years,Not Disclosed,Bengaluru,"As an Associate Data Scientist at IBM, you will work to solve business problems using leading edge and open-source tools such as Python, R, and TensorFlow, combined with IBM tools and our AI application suites. You will prepare, analyze, and understand data to deliver insight, predict emerging trends, and provide recommendations to stakeholders.\nIn your role, you may be responsible for\nImplementing and validating predictive and prescriptive models and creating and maintaining statistical models with a focus on big data & incorporating machine learning. techniques in your projects\n\n\nRequired education\nBachelor's Degree\n\nPreferred education\nMaster's Degree\n\nRequired technical and professional expertise\n\n\nPreferred technical and professional experience",,,"python, scikit-learn, tensorflow, pytorch, keras, natural language processing, neural networks, predictive, huggingface, machine learning, prototype, artificial intelligence, sql, pandas, deep learning, r, java, cobol, data science, matplotlib, big data, statistics",2025-09-01 03:32:08
DATA SCIENTIST/ DATA ENGINEER VACANT,360DigiTMG,0 - 3 years,Not Disclosed,Gurugram,Experience : 0 - 3 years\n\nDomain : FMCG\n\nPreferred Skills : Experience with DuckDB / Airbyte /dbt. Understanding of data lake architecture and management. Hands-on experience with cloud storage solutions like Amazon S3.\n,Industry Type: E-Learning / EdTech,"Employment Type: Full Time, Permanent","Architecture, cloud storage, FMCG, Management",2025-09-01 03:32:11
Data Scientist,Xylem Water Solutions,0 - 4 years,Not Disclosed,Bengaluru,"Xylem is a Fortune 500 global water solutions company dedicated to advancing sustainable impact and empowering the people who make water work every day. As a leading water technology company with 23,000 employees operating in over 150 countries, Xylem is at the forefront of addressing the worlds most critical water challenges. We invite passionate individuals to join our team, dedicated to exceeding customer expectations through innovative and sustainable solutions.\nResponsibilities:\nSQL Database Management:\nEnsure data accuracy, integrity, and security within our SQL databases.\nMake necessary adjustments based on business requirements.\nPython (Kedro Pipelines) Lead Generation :\nLead and maintain our Python-based lead generation program (Harvest Growth)\nContinuously improve and optimize the pipeline.\nDashboards and Reporting:\nCollaborate with the business to enhance and maintain Power BI dashboards / tools for both Growth and Pricing initiatives.\nDocumentation :\nCreate necessary documentations and training related to the lead generation program.\n\nQualifications:\nBachelor s degree in computer science or related field.\n0-4 years of experience in data analysis, business intelligence, or related roles.\nProficiency in SQL Server and Python.\nStrong sense of urgency and ownership.\n\nKey Skills:\nSQL Server database management\nPython\nData analysis and visualization\nProblem-solving and critical thinking\nQuick learner and collaborator\nGood to have Skills:\nPower BI\nArtificial Intelligence and Machine Learning",Industry Type: Industrial Equipment / Machinery,"Employment Type: Full Time, Permanent","Computer science, Lead generation, Data analysis, Database management, Artificial Intelligence, Machine learning, Business intelligence, SQL, Python, Metering",2025-09-01 03:32:14
Data Scientist Gen AI,Ericsson,0 - 3 years,Not Disclosed,Chennai,"Join our Team\nAbout this opportunity:\nWe are seeking a highly skilled, hands-on AI Architect GenAI to lead the design and implementation of production-grade, cloud-native AI and NLP solutions that drive business value and enhance decision-making processes\nThe ideal candidate will have a robust background in machine learning, generative AI, and the architecture of scalable production systems\nAs an AI Architect, you will play a key role in shaping the direction of advanced AI technologies and leading teams in the development of cutting-edge solutions, What you will do:\nArchitect and design AI and NLP solutions to address complex business challenges and support strategic decision-making, Lead the design and development of scalable machine learning models and applications using Python, Spark, NoSQL databases, and other advanced technologies, Spearhead the integration of Generative AI techniques in production systems to deliver innovative solutions such as chatbots, automated document generation, and workflow optimization, Guide teams in conducting comprehensive data analysis and exploration to extract actionable insights from large datasets, ensuring these findings are communicated effectively to stakeholders, Collaborate with cross-functional teams, including software engineers and data engineers, to integrate AI models into production environments, ensuring scalability, reliability, and performance, Stay at the forefront of advancements in AI, NLP, and Generative AI, incorporating emerging methodologies into existing models and developing new algorithms to solve complex challenges, Provide thought leadership on best practices for AI model architecture, deployment, and continuous optimization, Ensure that AI solutions are built with scalability, reliability, and compliance in mind, The skills you bring:\nMinimum of experience in AI, machine learning, or a similar role, with a proven track record of delivering AI-driven solutions, Hands-on experience in designing and implementing end-to-end GenAI-based solutions, particularly in chatbots, document generation, workflow automation, and other generative use cases, Expertise in Python programming and extensive experience with AI frameworks and libraries such as TensorFlow, PyTorch, scikit-learn, and vector databases, Deep understanding and experience with distributed data processing using Spark, Proven experience in architecting, deploying, and optimizing machine learning models in production environments at scale, Expertise in working with open-source Generative AI models (e-g\n, GPT-4, Mistral, Code-Llama, StarCoder) and applying them to real-world use cases, Expertise in designing cloud-native architectures and microservices for AI/ML applications, Why join Ericsson\nAt Ericsson, you?ll have an outstanding opportunity\nThe chance to use your skills and imagination to push the boundaries of what?s possible\nTo build solutions never seen before to some of the worlds toughest problems\nYou?ll be challenged, but you wont be alone\nYou?ll be joining a team of diverse innovators, all driven to go beyond the status quo to craft what comes next, What happens once you apply\nClick Here to find all you need to know about what our typical hiring process looks like, Encouraging a diverse and inclusive organization is core to our values at Ericsson, that's why we champion it in everything we do\nWe truly believe that by collaborating with people with different experiences we drive innovation, which is essential for our future growth\nWe encourage people from all backgrounds to apply and realize their full potential as part of our Ericsson team\nEricsson is proud to be an Equal Opportunity Employer\nlearn more, Primary country and city: India (IN) || Kolkata\nReq ID: 770049",,,Data Scientist Gen AI,2025-09-01 03:32:17
Data Scientist,IBM,3 - 6 years,Not Disclosed,Bengaluru,"Role Overview:\n\nAs an AI Engineer/SW Developer, you will be in a unique position to combine your strategic thinking with your technical skills in AI, machine learning, and data analytics. You will apply your skills to help implement data-driven solutions that align with business goals. You will steer enterprise projects that improve decision-making, solve complex problems, and drive business growth. This role involves working with team members and stakeholders to translate data insights into actionable recommendations that deliver meaningful business impact.\n\n\n\n\n\n\n2. Strategic Planning & Execution\n\n\n3.Project Management and Delivering Business Outcomes:\n\n\n4.Communication and Collaboration:\n\n\nRequired education\nBachelor's Degree\n\nRequired technical and professional expertise\n\n \n\nHands-on Experience with AI/ML technologies and statistical modelling through coursework, projects, or past internships or full-time positions. Participation in AI/Data-related summits will be an added advantage ( eg. Kaggle/Hackathons)",,,"python, natural language processing, machine learning, sql, tensorflow, transformers, data analytics, ibm cloud, predictive analytics, microsoft azure, jupyter notebook, numpy, artificial intelligence, docker, pandas, git, data science, pytorch, api, aws, flask, ml",2025-09-01 03:32:20
Data Scientist-Artificial Intelligence,IBM,3 - 7 years,Not Disclosed,Bengaluru,"Work with broader team to build, analyze and improve the AI solutions.\nYou will also work with our software developers in consuming different enterprise applications\n\n\nRequired education\nBachelor's Degree\n\nPreferred education\nMaster's Degree\n\nRequired technical and professional expertise\n\n\nPreferred technical and professional experience",,,"algorithms, python, data analytics, tableau, ml, hive, data analysis, natural language processing, pyspark, data warehousing, machine learning, artificial intelligence, sql, pandas, deep learning, java, data science, spark, kafka, hadoop, big data, aws, etl",2025-09-01 03:32:23
